time,P_turbine_1,P_total,E_total
2292.968987579317,0.008866539640009476,0.008866539640009476,61.24370975411921
2293.3191661052147,0.008828700075561809,0.008828700075561809,61.24680800059871
2293.6693446311124,0.008790960256404804,0.008790960256404804,61.24989301393965
2294.01952315701,0.008753320150547625,0.008753320150547625,61.25296482906507
2294.369701682908,0.008715779725202363,0.008715779725202363,61.2560234808867
2294.7198802088055,0.008678338946799816,0.008678338946799816,61.25906900430462
2295.0700587347033,0.00864099778099556,0.00864099778099556,61.262101434207054
2295.420237260601,0.008603756192680584,0.008603756192680584,61.26512080547004
2295.7704157864987,0.00856661414598616,0.00856661414598616,61.2681271529572
2296.1205943123964,0.008529571604292697,0.008529571604292697,61.27112051151945
2296.470772838294,0.008492628530230438,0.008492628530230438,61.27410091599477
2296.820951364192,0.008455784885681474,0.008455784885681474,61.27706840120792
2297.1711298900896,0.008419040631784348,0.008419040631784348,61.280023001970164
2297.5213084159873,0.008382395728932896,0.008382395728932896,61.28296475307904
